Course Code,Course Name,Course Description,Hub Units,Prerequisites,Credits,link
COM FT 555,The Narrative Documentary Practicum,"This practicum, designed for advanced film and television production  students, focuses on the highly specialized filmmaking techniques used for  the narrative documentary; that is, character-driven films about real  people. The course also explores this tradition's rich legacy: from the  Russians of the 1920s, through the CV movement of the 1960s, and on to the  present day host of new films spawned by digital filmmaking  technology.Course Prerequisites:  FT 402  B+ or Better.   Or by permission  of Instructor.   ",None,FT 402  B+ or Better.   Or by permission of Instructor,4,https://www.bu.edu//academics/com/courses/com-ft-555/
COM FT 556,American Independent Film-Part 1 The Foundational Masterworks,"The course comprises one unit of a four-semester survey (each part of which is free-standing and may be taken separately and independently of each other and in any order, with no prerequisites) of the major achievements of the most important artistic movement of the last sixty years in American film--the independent feature filmmaking movement, in which American narrative filmmakers broke away from the financial, bureaucratic, and (most importantly) imaginative influence of Hollywood values and entertainment story-telling methods to create the most important works in American film--a series of generally low-tech, low-budget, DIY, personal-expression films, made and distributed more or less outside the mainstream exhibition system. This section of the survey focuses on the foundational masterworks created by the first generation of American independent feature filmmakers. These are the works that not only changed film history at the point they were made but that continue to inspire generations of independent filmmakers with their example. Since women have made some of the best and most important works in this area, as many female filmmakers as possible are being included. Offered in the fall of odd numbered years. The course comprises one unit of a four-semester survey (each part of which is free-standing and may be taken separately and independently of each other and in any order, with no prerequisites) of the major achievements of the most important artistic movement of the last sixty years in American film--the independent feature filmmaking movement, in which American narrative filmmakers broke away from the financial, bureaucratic, and (most importantly) imaginative influence of Hollywood values and entertainment story-telling methods to create the most important works in American film--a series of generally low-tech, low-budget, DIY, personal-expression films, made and distributed more or less outside the mainstream exhibition system. This section of the survey focuses on the foundational masterworks created by the first generation of American independent feature filmmakers. These are the works that not only changed film history at the point they were made but that continue to inspire generations of independent filmmakers with their example. Since women have made some of the best and most important works in this area, as many female filmmakers as possible are being included. Offered in the fall of odd numbered years. ",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-556/
COM FT 557,American Independent Film-Part 2 The Second Generation,"The course comprises one unit of a four-semester survey (each part of which is free-standing and may be taken separately and independently of each other and in any order, with no prerequisites) of the major achievements of the most important artistic movement of the last sixty years in American film--the independent feature filmmaking movement, in which American narrative filmmakers broke away from the financial, bureaucratic, and (most importantly) imaginative influence of Hollywood values and entertainment story-telling methods to create the most important works in American film--a series of generally low-tech, low-budget, DIY, personal-expression films, made and distributed more or less outside the mainstream exhibition system. This section of the survey focuses on the second generation of American independent feature filmmaking. Since women have made some of the best and most important works in this area, as many female filmmakers as possible are being included. Offered in the spring of even numbered years. ",None,consent of instructor.,4,https://www.bu.edu//academics/com/courses/com-ft-557/
COM FT 561,Contemporary East Asian Cinema," Surveys important and influential films from India, Japan, mainland China, Hong  Kong, Taiwan, and elsewhere in East Asia from the 1950s to the present, taking  in the work of such directors as Satyajit Ray, Ozu, Mizoguchi, Kurosawa, Zhang  Yimou, Tsai Ming-liang, and Wong Kar-wai. The course is designed to make  students familiar with foundational styles of realism and fantasy in Asian film  and with ways Asian films address changes and evolution in Asian culture and  society. The course should help students understand certain traditions in Asian  film, and prepare them to engage critically with the burgeoning, new and  compelling filmmaking that comes from this part of the world.",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-561/
COM FT 565,Motion Picture Editing,"Given its central role in the filmmaking process, examining the way films are edited can reveal a lot about the inner workings of film and help students understand the art of filmmaking. Editing scenes from films, television shows, and other material in a classroom setting and then examining different versions of those scenes can help students become better editors and will help them evaluate/critique their future film and television work. The course is designed for students who have edited a number of exercises and films in previous classes. It provides an opportunity for students to develop advanced editing skills, while learning advanced digital editing techniques on the Adobe Premier. This is an advanced editing class, and not a course on how to use Premier. By editing scenes from episodic television shows, and other professionally shot footage, students will learn how to select (and reject) material, where and when to cut, how to create pace, how to control what the audience sees and does not see, how to add music and effects to increase the emotional content, and how to use visual effects to enhance the impact of the material.  ",None,FT353,4,https://www.bu.edu//academics/com/courses/com-ft-565/
COM FT 570,Uncensored TV: The rise of Original Scripted Series on Cable TV,"Using series like The Sopranos, Weeds, and Breaking Bad as case studies, this  course will examine the current state of cable TV with regard to industry,  ""quality,"" genres, auteurs, and the so-called ""post-network"" era.  Students will  approach these cable series with a critical eye as they work to connect  industry, political economy, and government regulation to issues of social  class, television hierarchies, and artistry.  Students will also emerge from the  course with a thorough understanding of how to perform television-focused  research and analysis.   ",None,COM FT 303.,4,https://www.bu.edu//academics/com/courses/com-ft-570/
COM FT 571,Religion and TV,"Religion and Television critically engages with religious representation on  television, focusing especially on American fictional television since the  1980s. The course examines both the representation of specific religious  traditions as well as generalized and abstracted religion and spirituality.  Using the framework of television studies in conversation with religious  studies, Religion and Television analyzes religion as: a tradition, as a  grouping of tropes and stories, a functional part of lived experience, a  component of identity, a structure of sociocultural power, and a discourse with  specific cultural assumptions attached to it. These televisual articulations of  religion are shaped by television's history, ideology, industry, culture, and  reception. Thus, this course critically analyzes and maps the relationships  among television, religion, and American culture.",None,COM FT 303.,4,https://www.bu.edu//academics/com/courses/com-ft-571/
COM FT 572,Streaming TV,"This course focuses on the variety of ways we watch television beyond the cable subscription and/or broadcast antenna. Starting with VHS distribution and continuing through DVD distribution and eventually streaming and digital on-demand, the course will critically examine if and how these distribution shifts are changing television as we know it. This course will also make connections between these new distribution outlets and practices with antecedents and legacy industrial practices to historicize these shifts. In this class, we will explore ideas of on-demand television and its effects on how television is made and marketed, paying particular attention to narrative structures and assumptions about viewer attention and practices. Additionally, we will look at how taste, class, race, and gender are inflected through which audiences are targeted as cord-cutters or additional subscribers and which audiences and genres are left out of the streaming TV discourse. This course fulfills the additional TV Studies course requirement. Pre-req: FT303.",None,COM FT 303.,4,https://www.bu.edu//academics/com/courses/com-ft-572/
COM FT 573,BUTV,"BUTV1 is a credit-earning opportunity for members of BUTV10 & BUTV10.com,  BU's student campus channel and website. Students work with at least one of  the organization's productions or administrative departments. For  undergraduates, one previous, not for credit, a semester in the organization  is required, except with Faculty Advisor consent. This requirement does not  apply to graduate students. All students must coordinate participation and  be approved by the faculty advisor. 2 credits pass/fail, either semester.",None,None,2,https://www.bu.edu//academics/com/courses/com-ft-573/
COM FT 576,Global New Wave,"Explores the interconnected production and reception of selected European, African, and Asian New Wave cinemas of the mid-1940s through the early 1970s. These films experimented with form and style to challenge classical Hollywood norms. ",None,COM FT 250.,4,https://www.bu.edu//academics/com/courses/com-ft-576/
COM FT 589,Advanced Directing,"The focus of this class will be on story creation, performance, and filming  strategies using small crews and lightweight equipment, culminating in the  production of six short films. Working from approved scenarios with a core  group of actors, directors will explore character and story development  through an in-class workshop process of improvisation. Once committed to  script form, these short films will be shot with a small crew made up of  fellow class members in pods of three; Director, Cinematographer, and  Editor. The class will be limited to 6 Directors and 4 to 6  Cinematographer/Editors.",None,COM FT 526.,4,https://www.bu.edu//academics/com/courses/com-ft-589/
COM FT 590,2D Animation Basics,"Prereq:(COMFT201) From Hollywood movies to TV shows, the web, and more, 2D  animation is more popular than ever, but how is it created? This fun yet  intensive hands-on beginner course teaches all the fundamental skills needed to  create great 2D character animation - the way it is done in the industry.  Through progressive lessons you'll learn basic drawing, character design, visual  storytelling, how to use Adobe Animate, and make characters walk, talk, and come  to life. We also cover acting, timing, facial expressions, color, keying,  tweening, and discuss animation history and industry trends. Many valuable  skills learned in this class can also be applied to 3D and experimental  animation, filmmaking, art, and broadcast design. Your final project is a show  reel quality animated short film that will be shown in the FTV End of Term  Screening. 4 cr. Either sem. ",None,COM FT 201.,4,https://www.bu.edu//academics/com/courses/com-ft-590/
COM FT 591,Media Business Entrepreneurship,"We are living in the golden age of entrepreneurship.  With the never-ending march of new technology and a global media marketplace constantly at our fingertips, there has never been a better time for media business entrepreneurship.  Media Business Entrepreneurship (FT591) provides students with an inside look at how the world's leading media innovators are changing the way the world connects, shares information, and conducts business.  Students will learn the skills and strategies needed to heed the call of entrepreneurship and take an idea from seed to fruition.  Please join us if you are interested in learning about emerging distribution platforms, want to create new ways to inform and entertain, and maybe even have an idea you are interested in validating and bringing to market.  Come create media's - and your own - future!  ",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-591/
COM FT 592,Production Design,"The Production Designer, along with the Director and the Director of Photography, is one of the top three creative decision makers on any film.  Of the three, Production Designers are the least heralded; their work is so intrinsic to the storytelling as to be virtually invisible to the lay audience.  In this course, we explore this quiet yet powerful source of creative power through collaborative projects, studio tours, presentations and individual design concepts.  ",None,COM FT 353.,4,https://www.bu.edu//academics/com/courses/com-ft-592/
COM FT 593,Introduction to Cinematography,"FT593 is an introduction course to the key fundamentals of Cinematography: Composition, Optics and Lighting. This course also emphasizes on applying those fundamentals in a storytelling context and as tools of on-set communications. This is the gateway course to Intermediate Cinematography. ",None,COM FT 353.,4,https://www.bu.edu//academics/com/courses/com-ft-593/
COM FT 595,Intermediate Cinematography,"Intermediate Cinematography is focused on the required technical skillsets needed to work on a motion picture film set. Here, the concentration will be on training students to be proficient in working with the Steadicam, Gimbal,Dolly, Jib, Wireless Follow Focus, Wireless HD Transmitters and the various Lighting Fixtures. There will also be a class trip to local equipment rental houses to familiarize them with the industry equipment rental protocol as well as an introduction to the professional crew who work there. While it might come across as overly technical, the aim of the course is, in fact, to help students overcome all the technical handling and use them to heighten their visual storytelling capabilities. The course is designed to address the practical challenges when trying to achieve the best possible cinematic images through the design of advanced camera movement, camera techniques and lighting techniques.",None,COM FT 593.,4,https://www.bu.edu//academics/com/courses/com-ft-595/
COM FT 597,Advanced Cinematography,"Advanced Cinematography is an intensive hands-on and creative course that challenges students to draw from the knowledge they have gained in Basic and Intermediate Cinematography and their previous production experiences, and apply them in a structural yet artistic approach in creating a true cinematic image. The main objective of this course is to inspire students to create quality cinematographic images, not merely by just the creation of frame and light, but rather, by digging deeply into the subtext of the narrative and the subliminal elements of the music. FT597 will be conducted in four phases in accordance with the standard film industry practice:Training, Pre-production, Production and Post-Production.",None,COM FT 595.,4,https://www.bu.edu//academics/com/courses/com-ft-597/
COM FT 700,Fundamentals of Interactive Media,"This course examines the history, evolution, and present scope of interactive   media and related technologies from the perspective of design, theory, business,   technology, and impact. Global trends, patterns, and themes are identified and   discussed within the context in which they are created, experienced, and   transformed.",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-700/
COM FT 701,Media in Evolution,"This course examines how media businesses adapt or perish in the face of disruptive technologies. Students trace the history of the television industry and the emergence of new platforms to explore how technology has influenced consolidation, emerging revenue models, distribution options and audience consumption. ",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-701/
COM FT 702,Script To Film,"Exclusive to Graduate Screenwriting students (required in 1st year).  An  introduction to the relationship between the written script and the image on  screen.  Through in-depth analysis, we will study screenplays, films and the  mind of the screenwriter in order to decipher the process of developing story  from character, plot and theme.  Students will be required to write expository  papers and present their own analysis of a chosen film.",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-702/
COM FT 704,Genre for Screenwriters,"This course starts with the basics of genre theory, then identifies American genre conventions using the course's ""study"" films. Study films will be discussed in terms of the genre's conventions: theme, structure, characters, setting, subject matter, visual motifs or recurring icons, and tone/mood. Each student is then required to write a treatment and 10-15 pages of a feature script in a genre unfamiliar to him/her. Students' creative work will be workshopped. ",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-704/
COM FT 705,Comedies and Melodramas for Graduate Students,This class will view and discuss romantic comedies and domestic melodramas made in  Hollywood in the 1930's and 1940's.,None,None,4,https://www.bu.edu//academics/com/courses/com-ft-705/
COM FT 707,Introduction to Video Production,"An introduction to the techniques of producing and directing video projects, including videography, lighting, editing, sound, and special effects. Emphasis is on execution and design of both ""live"" on tape and postproduced works using both field and studio equipment. ",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-707/
COM FT 708,ASIAN CINEMA FOR GRADUATE STUDENTS,"This course studies the astonishing artistic flowering of contemporary East Asian  film, focusing on selected works from directors working in China, South Korea,  Japan, Taiwan, Hong Kong, and Thailand. The course focuses on post-1997 films,  though it occasionally references earlier films made by the key directors or that  influenced them. By examining a range of genres, styles, and themes, the course  looks at a variety of important East Asian films during this period. Discussions  deal with auteurist styles/themes, industry developments in Asia that affected  the kinds of films produced and distributed, and the cultural values and history  embedded in these films. Some notable directors discussed: Bong Joon-Ho, Park  Chan-Wook, Lee Chang-Dong, Zhang Yimou, Jia Zhangke, Ann Hui, Wong Karwai, Hou  Hsiao-Hsien, Hirokazu Kore-eda, Hayao Miyazaki, and Edward Yang.  ",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-708/
COM FT 711,Screenwriting I,"Exclusively for screenwriting graduate students, an introduction to principles of drama, screenplay structure, characterization, screenplay description and dialogue through lecture and discussion of produced screenplays. Students begin with exercises and then write outlines/treatments in preparation for completing a first act (approximately 30 pages) and full treatment of an original feature screenplay. Student work will be discussed in workshop format.",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-711/
COM FT 715,Market Analysis & Research for Creative Ventures,"This course will provide Media Ventures students with the research  tools,   techniques, and methodologies required to explore, evaluate viability,  test,   and validate potential business ideas using design thinking and product    strategy based principles. Students will learn the importance qualitative and    quantitative approaches to understanding their industry, market, and audience in    order to ensure their idea has considerable value and a competitive advantage in    today's data-driven marketplace.      ",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-715/
COM FT 717,TV Management,,None,None,4,https://www.bu.edu//academics/com/courses/com-ft-717/
COM FT 718,Writing the Television Drama Spec Script,"Exclusively for Screenwriting MFA students, this is an advanced, reading- and  writing-intensive course in which students develop and write a spec script for a  current hour-long television drama or dramedy. Students begin by mapping out the  various storylines for their episode, then move on to writing detailed beat  sheets and outlines. After mastering those steps, students write a 50-55 page  spec script, followed by a fully-revised second draft. All student work will be  discussed in workshop format.",None,COM FT 716; Production of video projects using A/B editing suites and computer graphics.,4,https://www.bu.edu//academics/com/courses/com-ft-718/
COM FT 719,Writing the Half-Hour Scripted Comedy,"This class explores the creation of a solid situation comedy script. This is  done through readings, screenings, writing exercises and writing your own sitcom  spec. There is also a good deal of group work and even a ""staff"" writing gig for  all to participate in. Your story begins with an idea to pitch for a current  sitcom series. Embedded in the idea is a comedic premise that will drive the  episode. From there we move into writing beat sheets, network outlines, and then  scripted pages. The goal is a structurally sound thirty-minute episode. A lot of  the humor doesn't show up initially and rewriting beyond the class is greatly  encouraged for those who wish to pursue a career on a writing staff, and  potentially use their spec as a calling card for the industry.",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-719/
COM FT 720,Writing the Social Purpose Short,"Writing the Social Purpose Short is an intensive writing workshop class that  focuses on mastering the short form narrative screenplay. This class gives  particular attention to crafting narratives that are socially engaged,  meaningful, and speak to the pressing issues of the day. Students will explore  screenplay structure, watch a cross-section of global shorts, and write and  revise FIVE (5) short screenplays, ranging from 10-20 pages. Students will write  at a pace of roughly one script per two weeks.  Each student will choose two  shorts to hone and polish.  Final projects will be eligible for production next  semester.",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-720/
COM FT 721,International Masterworks,"An eclectic and unsystematic survey of a small number of the supreme  masterworks of international film created by some of the greatest artists of  the past eighty years. The focus in on cinematic style. What does style do?  Why are certain cinematic presentations highly stylized? What is the  difference from realistic, representational work? We will consider the  special ways of knowing, thinking, and feeling that highly stylized works of  art create and devote all of our attention to the function of artistic style  and form to create new experiences and ways of thinking and feeling.",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-721/
COM FT 722,American Masterworks,"Long: First course in a two-semester survey on American Cinema (each course stands on its own; no requirement to take both or take these in sequence). We study American cinema from its beginnings, rooted in fairground exbibition and nickelodeons, and track the establishment of the great studios in the 1910s and 20s, the height of the studio system in the 30s and through World War II, and the decline of this mode of filmmaking in the late 50s/early 60s. Focus is on Hollywood cinema, with some documentaries, independent films, and experimental shorts covered. Topics stardom and glamour, the Production Code/censorship, Cinema during the Depression, Realism and Expressionism, Hollywood and World War II, the anti-Communist witch hunt, the advent of color and widescreen film, TV as early competitor, and the B-movie, the teen market, and drive-ins. We pay special attention to the intersection of economics and the representation of race, gender, and sexuality. Genres include slapstick comedy, the gangster film, the musical, screwball comedy, film noir, the melodrama, westerns and historical epics. We study the impact of important individuals, including directors Alice Guy Blach?, D.W. Griffith, Oscar Micheaux, Charles Chaplin, Buster Keaton, Mabel Normand, Erich von Stroheim, Cecil B. DeMille, John Ford, Howard Hawks, Dorothy Arzner, Orson Welles, William Wyler, Frank Capra, Ida Lupino, Shirley Clarke, Nicholas Ray, Douglas Sirk, and Elia Kazan, cinematographers James Wong Howe and Gregg Toland, choreographers Busby Berkeley and Arthur Freed, and producers Irving Thalberg, David O. Selznick, Sam Spiegel, and Lou Wasserman.  ",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-722/
COM FT 724,Screenwriting III,"Advanced screenwriting for 2nd year Graduate Screenwriting Students.  Based  upon lectured material, the feedback received during workshops, and one-on- one consults with the professor, students will write and revise a full  feature-length screenplay.  Students will be expected to have a firm grasp  on narrative structure, character development, and cinematic storytelling.   The material covered in the first year of the graduate screenwriting program  will be applied to this intense workshop atmosphere.",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-724/
COM FT 725,Creative Producing II,,None,None,4,https://www.bu.edu//academics/com/courses/com-ft-725/
COM FT 727,Creative Producing I,"This course takes students through the process of creating non-fiction TV  programming. Think talk shows, reality programs, and documentaries. How to  create a concept, write a proposal, cast a program, and develop a marketing  reason to do the program. It's all part and parcel of being a creative  producer.",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-727/
COM FT 728,Creating New Ideas,This course provides students with the practical entrepreneurial tools and strategies needed to test and refine a new venture concept or existing product innovation that will eventually serve as their Thesis Project for the Media Ventures program. Students will take this idea from concept to working model/wireframe and will present to investors and industry executives at the end of the Media Ventures Program.  ,None,None,4,https://www.bu.edu//academics/com/courses/com-ft-728/
COM FT 729,Script Analysis,"A detailed and exhaustive analysis of selected screenplays through which we  will focus on the cultivation of critical skills leading to a sharpened  perception, and a heightened awareness of how a screenplay can be vastly  improved.  Utilizing these analytical skills, students will provide in-depth  analysis for participating production companies who are in need of pre- production revisions.  Each student will examine the chosen scripts, write  coverage, write a more in-depth report for some of the production companies  and meet with representatives from each project.  Using the model of our  workshops, the class will conduct story meetings with writers, directors and  producers involved in each project.  Students will be expected to conduct  themselves in a professional manner through both their written reports and  their verbal consultations.  In addition, students will look at how source  material, such as short films, stage plays and/or books can be adapted for  the screen.  Each student will then design a pitch based upon chosen source  material and do pitch presentations.",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-729/
COM FT 730,Screen Adaptation I,"More than half of Oscar nominated films are literary adaptations. This course analyses the current commercial and artistic reasons behind the surge in adaptations, touches upon adaptation theory, and studies novels and short stories that have been adapted for film. Students present papers on film adaptations and begin the adaptation of a short story.",None,COM FT 713.,4,https://www.bu.edu//academics/com/courses/com-ft-730/
COM FT 731,Screenwriting IV,"Restricted to Graduate Screenwriting students. Through a rigorous writing  schedule, the students complete a feature-length screenplay. A solid first  draft of a new feature-length screenplay and two sets of revision.",None,COM FT 730.,4,https://www.bu.edu//academics/com/courses/com-ft-731/
COM FT 736,Film Theory,"In-depth survey of key debates in film and digital theory between film  practitioners, involved observers, and theoreticians and philosophers. Part I  surveys theories of medium specificity and of film exhibition (cinema of  attraction, film as mass culture) and of film as art (Gestalt theory, French  Impressionism) and as a revolutionary tool (Soviet Montage). We study the debate  around the relation between film and reality in theories of realism. Part II  covers film theory form the 1960s to the 1990s. Topics include structuralism and  semiotics, apparatus theory, genre and authorship, psychoanalytic film theory,  and the impact of debates in gender, sexuality, and race on film theory. We  survey theories of oppositional gazes in their struggles against sexism, racism,  classism, and colonialism. Further, we cover discourses in phenomenology,  cognitive film theory and the theory of affects. Part III focuses on recent  developments related to digital media. We will investigate the relationship  between the digital image and reality (theories of simulacra) and consider the  role of infrastructures and economies of digital distribution.",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-736/
COM FT 825,Thesis Project,Creation of an original work in any one of four areas: producing; scriptwriting; directing/production; or a research paper. One-on-one advisor supervision throughout the entire process.,None,None,Var,https://www.bu.edu//academics/com/courses/com-ft-825/
COM FT 851,Thesis Preparation,"This course, required of second semester film production graduate students,  explores the aesthetic and technical parameters of the short film format with the  goal of celebrating the short form as a genre unto itself.  Students also develop  and write their thesis scripts in preparation for thesis production the following  year.",None,None,4,https://www.bu.edu//academics/com/courses/com-ft-851/
COM FT 852,Thesis Project,Devoted to completion of thesis projects in film production and film studies.,None,None,Var,https://www.bu.edu//academics/com/courses/com-ft-852/
COM FT 951,Directed Studies,Individual projects: opportunity for advanced graduate students who have completed a major portion of their degree requirements to engage in in-depth tutorial study with specific faculty in an area not normally covered by regular curriculum offerings.,None,consent of supervising faculty and department chair.,Var,https://www.bu.edu//academics/com/courses/com-ft-951/
COM FT 952,Directed Studies,Individual projects: opportunity for advanced graduate students who have completed a major portion of their degree requirements to engage in in-depth tutorial study with specific faculty in an area not normally covered by regular curriculum offerings.,None,consent of supervising faculty and department chair,Var,https://www.bu.edu//academics/com/courses/com-ft-952/
COM FT 953,Internship,"On the job professional experience in media industries: television stations,  film  and video production studios, networks, cable television operations,  advertising  agencies, digital media companies, and related corporations. ",None,None,Var,https://www.bu.edu//academics/com/courses/com-ft-953/
COM FT 954,Internship,"On the job professional experience in media industries: television stations,  film  and video production studios, networks, cable television operations,  advertising  agencies, digital media companies, and related corporations.  ",None,None,Var,https://www.bu.edu//academics/com/courses/com-ft-954/
